name,description,category,price_pence
E45 Dermatological Cream 350g,E45 Dermatological Cream 350g is a good kitchen performance personal care product a practical choice for weekend reset with clear usage expectations at £7.12,Health & Beauty,712
Purina DentaLife Large Dog Chews 7 pack,Purina DentaLife Large Dog Chews 7 pack is a practical everyday use pet care line especially handy for treat rewards with good value balance coming in at £19.11,Pets,1911
Lenor Fabric Conditioner Spring 1.05L,Lenor Fabric Conditioner Spring 1.05L is a smart store cupboard choice household cleaner or utility item often selected for daily tidy ups with easy shelf or fridge placement shown at £14.26,Household & Cleaning,1426
Napolina Chopped Tomatoes 400g tin,Napolina Chopped Tomatoes 400g tin is a balanced profile pantry line often selected for meal planning with simple home handling listed at £1.55,Groceries & Essentials,155
M&S Scottish Salmon Fillets 2 pack,M&S Scottish Salmon Fillets 2 pack is a reliable format fresh selection reliable across quick kitchen prep with consistent in home results running at £9.35,Fresh Food,935
New York Bakery Original Bagels 5 pack,New York Bakery Original Bagels 5 pack is a easy repeat buy bakery option easy to use in toast mornings with familiar shopper confidence currently at £2.33,Bakery,233
Aunt Bessies Yorkshire Puddings 12 pack,Aunt Bessies Yorkshire Puddings 12 pack is a steady value frozen choice designed for last minute suppers with useful household fit offered at £8.75,Frozen Food,875
Ritz Original Crackers 200g,Ritz Original Crackers 200g is a balanced profile snack item good for party bowls with a practical pack size at £7.07,Treats & Snacks,707
Tommee Tippee Closer to Nature Bottles 2 pack,Tommee Tippee Closer to Nature Bottles 2 pack is a reliable format baby and toddler product ideal for bedtime routines with dependable storage life coming in at £14.22,Baby & Toddler,1422
Nivea Soft Moisturising Cream 200ml,Nivea Soft Moisturising Cream 200ml is a easy repeat buy personal care product well suited to home hygiene routines with simple home handling shown at £4.00,Health & Beauty,400
Catsan Hygiene Cat Litter 10L,Catsan Hygiene Cat Litter 10L is a steady value pet care line a strong pick for fussy eater support with consistent in home results set at £15.74,Pets,1574
Vanish Oxi Action Stain Remover 1kg,Vanish Oxi Action Stain Remover 1kg is a balanced profile household cleaner or utility item commonly used in kitchen clean downs with familiar shopper confidence ticketed at £2.47,Household & Cleaning,247
Tesco Long Grain Rice 1kg,Tesco Long Grain Rice 1kg is a trusted quality pantry line commonly used in family meals with good value balance currently at £5.93,Groceries & Essentials,593
Sainsburys Pork Sausages 8 pack,Sainsburys Pork Sausages 8 pack is a dependable household fit fresh selection built around fresh snacking with easy shelf or fridge placement offered at £12.80,Fresh Food,1280
Kingsmill Burger Buns 6 pack,Kingsmill Burger Buns 6 pack is a consistent results bakery option a practical choice for grab and go bites with repeat buy reliability at £2.19,Bakery,219
McCain Straight Cut Oven Chips 1.4kg,McCain Straight Cut Oven Chips 1.4kg is a well matched portioning frozen choice especially handy for quick comfort food with steady everyday performance coming in at £5.71,Frozen Food,571
Jacobs Mini Cheddars 150g,Jacobs Mini Cheddars 150g is a trusted quality snack item often selected for movie nights with straightforward prep shown at £1.98,Treats & Snacks,198
SMA First Infant Milk 800g,SMA First Infant Milk 800g is a dependable household fit baby and toddler product reliable across travel kits with clear usage expectations set at £11.70,Baby & Toddler,1170
Sensodyne Repair and Protect Toothpaste 75ml,Sensodyne Repair and Protect Toothpaste 75ml is a consistent results personal care product easy to use in travel wash bag with good value balance ticketed at £12.22,Health & Beauty,1222
Felix Goody Bag Cat Treats 60g,Felix Goody Bag Cat Treats 60g is a well matched portioning pet care line designed for training sessions with easy shelf or fridge placement priced at £18.27,Pets,1827
Plenty Original Kitchen Roll 2 pack,Plenty Original Kitchen Roll 2 pack is a trusted quality household cleaner or utility item good for routine housework with repeat buy reliability valued at £7.59,Household & Cleaning,759
Barilla Penne Rigate 500g,Barilla Penne Rigate 500g is a smart store cupboard choice pantry line good for lunch prep with consistent in home results at £1.77,Groceries & Essentials,177
Tesco Free Range Eggs 12 pack,Tesco Free Range Eggs 12 pack is a solid family option fresh selection ideal for lunchbox planning with familiar shopper confidence coming in at £5.16,Fresh Food,516
Hovis Seed Sensations 800g,Hovis Seed Sensations 800g is a good kitchen performance bakery option well suited to burger nights with useful household fit shown at £6.83,Bakery,683
Tesco Mixed Vegetables 1kg,Tesco Mixed Vegetables 1kg is a practical everyday use frozen choice a strong pick for portion controlled prep with a practical pack size set at £2.69,Frozen Food,269
M&Ms Peanut Pouch 125g,M&Ms Peanut Pouch 125g is a smart store cupboard choice snack item commonly used in sweet and savoury breaks with dependable storage life ticketed at £7.12,Treats & Snacks,712
Pampers Baby Dry Nappies Size 4 54 pack,Pampers Baby Dry Nappies Size 4 54 pack is a solid family option baby and toddler product built around nappy changes with simple home handling priced at £18.96,Baby & Toddler,1896
Vaseline Aloe Soothe Body Lotion 400ml,Vaseline Aloe Soothe Body Lotion 400ml is a good kitchen performance personal care product a practical choice for before work prep with consistent in home results valued at £2.92,Health & Beauty,292
Burgess Excel Rabbit Nuggets 1.5kg,Burgess Excel Rabbit Nuggets 1.5kg is a practical everyday use pet care line especially handy for active pet days with familiar shopper confidence marked at £4.39,Pets,439
Simplehuman Bin Liners Size J 20 pack,Simplehuman Bin Liners Size J 20 pack is a smart store cupboard choice household cleaner or utility item often selected for family home upkeep with useful household fit listed at £6.11,Household & Cleaning,611
Knorr Chicken Stock Cubes 8 pack,Knorr Chicken Stock Cubes 8 pack is a balanced profile pantry line often selected for value focused shops with easy shelf or fridge placement shown at £5.97,Groceries & Essentials,597
Tesco British Beef Mince 5% Fat 500g,Tesco British Beef Mince 5% Fat 500g is a reliable format fresh selection reliable across salad bowls with repeat buy reliability set at £5.53,Fresh Food,553
Brioche Pasquier Brioche Rolls 8 pack,Brioche Pasquier Brioche Rolls 8 pack is a easy repeat buy bakery option easy to use in afternoon snacks with steady everyday performance ticketed at £2.20,Bakery,220
Tesco Mixed Vegetables 1kg,Tesco Mixed Vegetables 1kg is a steady value frozen choice designed for family film nights with straightforward prep priced at £4.24,Frozen Food,424
Pringles Original 185g,Pringles Original 185g is a balanced profile snack item good for weekend sharing with clear usage expectations valued at £5.18,Treats & Snacks,518
Cow and Gate Follow On Milk 800g,Cow and Gate Follow On Milk 800g is a reliable format baby and toddler product ideal for daily little one care with good value balance marked at £15.98,Baby & Toddler,1598
Sensodyne Repair and Protect Toothpaste 75ml,Sensodyne Repair and Protect Toothpaste 75ml is a easy repeat buy personal care product well suited to weekend reset with easy shelf or fridge placement listed at £5.47,Health & Beauty,547
Burgess Excel Rabbit Nuggets 1.5kg,Burgess Excel Rabbit Nuggets 1.5kg is a steady value pet care line a strong pick for treat rewards with repeat buy reliability running at £10.51,Pets,1051
Method Anti Bac Cleaner Wild Rhubarb 828ml,Method Anti Bac Cleaner Wild Rhubarb 828ml is a balanced profile household cleaner or utility item commonly used in daily tidy ups with steady everyday performance currently at £3.29,Household & Cleaning,329
Tilda Jasmine Rice 1kg,Tilda Jasmine Rice 1kg is a trusted quality pantry line commonly used in meal planning with familiar shopper confidence ticketed at £1.31,Groceries & Essentials,131
Tesco British Strawberries 400g,Tesco British Strawberries 400g is a dependable household fit fresh selection built around quick kitchen prep with useful household fit priced at £5.65,Fresh Food,565
Morrisons Bakery Blueberry Muffins 4 pack,Morrisons Bakery Blueberry Muffins 4 pack is a consistent results bakery option a practical choice for toast mornings with a practical pack size valued at £3.04,Bakery,304
Birds Eye Breaded Cod Fillets 4 pack,Birds Eye Breaded Cod Fillets 4 pack is a well matched portioning frozen choice especially handy for last minute suppers with dependable storage life marked at £8.97,Frozen Food,897
OREO Original Cookies 154g,OREO Original Cookies 154g is a trusted quality snack item often selected for party bowls with simple home handling listed at £5.51,Treats & Snacks,551
Johnsons Baby Cotton Buds 100 pack,Johnsons Baby Cotton Buds 100 pack is a dependable household fit baby and toddler product reliable across bedtime routines with consistent in home results running at £4.95,Baby & Toddler,495
Nivea Creme Soft Shower Gel 500ml,Nivea Creme Soft Shower Gel 500ml is a consistent results personal care product easy to use in home hygiene routines with familiar shopper confidence currently at £7.61,Health & Beauty,761
Good Boy Pawsley Chewy Twists 90g,Good Boy Pawsley Chewy Twists 90g is a well matched portioning pet care line designed for fussy eater support with useful household fit offered at £1.55,Pets,155
Daz Whites and Colours Powder 1.8kg,Daz Whites and Colours Powder 1.8kg is a trusted quality household cleaner or utility item good for kitchen clean downs with a practical pack size at £6.15,Household & Cleaning,615
Napolina Chopped Tomatoes 400g tin,Napolina Chopped Tomatoes 400g tin is a smart store cupboard choice pantry line good for family meals with repeat buy reliability valued at £4.63,Groceries & Essentials,463
Morrisons Gala Apples 6 pack,Morrisons Gala Apples 6 pack is a solid family option fresh selection ideal for fresh snacking with steady everyday performance marked at £9.64,Fresh Food,964
Warburtons Toastie Thick White 800g,Warburtons Toastie Thick White 800g is a good kitchen performance bakery option well suited to grab and go bites with straightforward prep listed at £5.44,Bakery,544
Chicago Town Deep Dish Pepperoni 2 pack,Chicago Town Deep Dish Pepperoni 2 pack is a practical everyday use frozen choice a strong pick for quick comfort food with clear usage expectations running at £1.64,Frozen Food,164
Maltesers Chocolate Bag 102g,Maltesers Chocolate Bag 102g is a smart store cupboard choice snack item commonly used in movie nights with good value balance currently at £6.74,Treats & Snacks,674
Sudocrem Nappy Rash Cream 125g,Sudocrem Nappy Rash Cream 125g is a solid family option baby and toddler product built around travel kits with easy shelf or fridge placement offered at £18.91,Baby & Toddler,1891
